g,c,b,e
MIR3155A,10,6194158,6194240
MIR3074,9,97848295,97848376
MIR3145,6,138756349,138756431
MIR3153,9,91927139,91927221
MIR3152,9,18573303,18573377
MIR3143,6,27115404,27115467
MIR3150A,8,96085141,96085221
MIR3142,5,159901408,159901490
KRT9,17,39722093,39728310
PSMA2,7,42956461,42971805
NPPB,1,11917520,11918992
NGF,1,115828536,115880857
NTHL1,16,2089815,2097867
AQP8,16,25228284,25240253
AQP7,9,33384947,33402517
SNAR-H,2,78182032,78182152
TMEM119,12,108983621,108991894
MICU3,8,16884746,16980148
FOXR1,11,118842416,118851995
TMCO4,1,20008705,20126410
ASPHD1,16,29912146,29917377
CENPV,17,16245847,16256812
COL7A1,3,48601505,48632593
BAZ2A,12,56989379,57030163
MYRIP,3,39851302,40301811
IDO2,8,39792473,39873910
RIC8A,11,208529,215110
WBP11P1,18,30091625,30094597
USP32P2,17,18414575,18424566
CD80,3,119243139,119278481
COX6A2,16,31439051,31439749
CDX4,X,72667089,72674421
H2BFWT,X,103265718,103268256
ZYG11A,1,53308182,53360247
SNORD94,2,86362992,86363129
KRTAP5-11,11,71292900,71293921
MUC12,7,100612903,100662230
C6orf132,6,42068856,42110715
CBY3,5,179105558,179107975
ANKRD31,5,74364121,74532703
FBXW5,9,139834884,139839206
CNGB3,8,87586162,87755903
C19orf80,19,11350294,11352619
SMG9,19,44235300,44259142
C19orf10,19,4657556,4670415
ZNF564,19,12636183,12662356
SLFN5,17,33570085,33594761
CCDC122,13,44410488,44453826
FLJ44313,18,74207476,74210045
MT1HL1,1,237167402,237167718
ANXA3,4,79472741,79531605
GIF,11,59596745,59612974
UBQLNL,11,5535622,5537956
APOBEC3C,22,39410264,39414825
SGK110,19,56052022,56056909
CEBPD,8,48649475,48650726
NTN1,17,8924858,9147317
MAGI2,7,77646373,79082890
LAMP1,13,113951468,113977741
STK10,5,171469073,171615346
GADD45GIP1,19,13064969,13068068
PPIL4,6,149825630,149867238
CKAP4,12,106631658,106641713
FGF18,5,170846666,170884630
DCAF5,14,69517636,69619914
DPM1,20,49551404,49575060
HIST1H2BA,6,25727136,25727573
DIRC3,2,218148745,218621316
TMEM45B,11,129685740,129729898
CDK5R1,17,30814104,30818271
KAT2B,3,20081523,20195896
HDAC3,5,141000442,141016423
WISP2,20,43343884,43356452
TNFSF4,1,173152869,173176471
TULP1,6,35465650,35480647
GGH,8,63927638,63951610
SNORD89,2,101889397,101889511
FAM46C,1,118148603,118171011
FAM83E,19,49103856,49116694
FEM1B,15,68570140,68583640
CNIH3,1,224804178,224928249
GAGE5,X,49216656,49223943
GAGE4,X,49216648,49223939
CPB1,3,148545587,148577972
CPA2,7,129906702,129929637
DPYS,8,105391651,105479277
CPA1,7,130020289,130027949
COX7C,5,85913783,85916583
C11orf35,11,554849,560779
SNORD115-40,15,25488760,25488842
CPSF2,14,92588297,92630543
ANO3,11,26353677,26684836
ING2,4,184426219,184432249
LOC100131564,1,93775665,93811368
LINC00668,18,6925472,6929868
MTRNR2L1,17,22022436,22023991
TTC40,10,134621895,134756089
MAS1,6,160327973,160329107
TMF1,3,69068977,69101484
ABCD1,X,152990322,153010216
ALAD,9,116148591,116163618
AGXT,2,241808161,241818536
GABPB1-AS1,15,50646370,50650503
C17orf77,17,72581056,72590348
ZNF785,16,30591993,30597092
ZNF597,16,3486109,3493490
ZSCAN29,15,43650369,43662258
TMCO5A,15,38227456,38243623
LYSMD4,15,100267611,100273626
FAM81A,15,59730371,59815751
C15orf43,15,45248899,45271421
LRFN5,14,42076763,42373752
CEP128,14,80962820,81405884
DMRTB1,1,53925071,53933158
MPP4,2,202509596,202563417
CCL15,17,34324617,34329084
ATCAY,19,3880617,3928080
RS1,X,18657807,18690223
FJX1,11,35639734,35642421
TEX261,2,71213067,71222001
SLC18B1,6,133090506,133119747
MIR4454,5,7269415,7269467
LOC100132146,3,46653924,46668033
SPANXC,X,140335595,140336646
EBF2,8,25699245,25902640
HOXC8,12,54402889,54406545
TNS1,2,218664511,218808796
KRT5,12,52908358,52914243
MIR506,X,146312237,146312361
MTRNR2L7,10,37890365,37891859
FAM105B,5,14664782,14699842
POLR3G,5,89770680,89810369
POLR3F,20,18448032,18465286
ARID3B,15,74833547,74890472
SHFM1,7,96318078,96339203
LAPTM5,1,31205314,31230683
UPK2,11,118827007,118829269
IFRD2,3,50325162,50330026
RNU6-79P,1,201736888,201767778
KLF5,13,73633141,73651676
MDH2,7,75677392,75695930
C8orf76,8,124232195,124253638
TMEM209,7,129804554,129845338
DIRC2,3,122513900,122599986
SPRYD3,12,53458099,53473204
INE1,X,47064246,47065254
AQP12A,2,241631261,241637900
PUS10,2,61167547,61245365
ANKRD35,1,145549208,145568526
C1orf51,1,150255228,150259501
TNFRSF14,1,2487804,2495267
TPRG1,3,188889762,189041271
ABHD16B,20,62492565,62494341
CTAGE1,18,19993563,19997878
LINC00920,16,66442426,66444803
MIR767,X,151561892,151562001
MIR668,14,101521594,101521660
CACNG8,19,54466289,54493469
MIR411,14,101489661,101489757
GBA2,9,35736862,35749225
SNORA70G,12,69021013,69021155
NOL11,17,65714060,65740266
TMCC3,12,94960899,95044324
MYLK4,6,2663862,2751154
RASGEF1C,5,179527794,179636130
JAZF1,7,27870192,28220437
PLEKHA7,11,16809206,17035963
DUSP23,1,159750758,159752333
KANSL2,12,49046994,49076035
RHBDL2,1,39351478,39407456
EXD3,9,140201347,140317714
TRMT10C,3,101280679,101285290
WRAP73,1,3547330,3566671
RAB20,13,111175412,111214071
EEFSEC,3,127872312,128127489
NBPF10,1,145293370,146466121
ERV3-1,7,64450732,64467124
EIF5B,2,99953833,100016728
OR5AR1,11,56431161,56432094
TMEM244,6,130152388,130182416
SLC25A30,13,45967453,45992516
PROSER2,10,11865396,11914276
BRWD3,X,79924986,80065233
ZDHHC20,13,21946709,22033508
C10orf111,10,15137383,15139318
NPHP3,3,132399452,132441303
KIAA2026,9,5919007,6008003
PPIAL4G,1,143767143,143767881
C12orf40,12,40019971,40115720
MUC17,7,100663363,100702140
ECSCR,5,138784244,138842320
MAP4K2,11,64556608,64570713
HS6ST3,13,96743092,97491816
ORAOV1,11,69480331,69490165
SLC2A14,12,7966396,8025495
ESX1,X,103494718,103499599
OR5P2,11,7817520,7818489
KIR3DL3,19,55235983,55248003
GPR26,10,125425870,125456913
CD38,4,15779930,15850706
C1orf194,1,109648572,109656479
HGC6.3,6,168376603,168377619
FAM196B,5,169290718,169407744
LRRC69,8,92114846,92231464
ZNF154,19,58211809,58220579
SLC8A1-AS1,2,40144773,40482349
SNORA70F,2,165544152,165544287
GSN-AS1,9,124043045,124047808
LINC00269,X,68399399,68429767
PIGK,1,77554666,77685132
MED16,19,867961,893218
LATS2,13,21547175,21635722
PCOLCE2,3,142536701,142608045
ZNF225,19,44617547,44637255
ZNF223,19,44556163,44572142
PRPF19,11,60658019,60674061
UBE2S,19,55912649,55919325
RAB30,11,82692477,82782884
ZNF330,4,142142048,142155850
HPGDS,4,95219706,95264027
BMP10,2,69092612,69098649
ZNF544,19,58740069,58775008
TP53TG5,20,44002519,44006957
DHDH,19,49436938,49448226
TNP1,2,217724181,217724782
MX2,21,42733949,42780869
REG1A,2,79347583,79350545
LHX1,17,35294771,35301915
LGALS3BP,17,76967334,76976061
CLDN4,7,73245192,73247015
CCR1,3,46243199,46249832
COL27A1,9,116918230,117072975
MIR548AX,4,16595985,16623654
MIR548AS,13,103934828,103934848
MIR5580,14,54415144,54415202
MIR5698,14,100140218,100140241
RABAC1,19,42460832,42463528
ARFGEF1,8,68109883,68255912
ATP6AP1L,5,81601165,81614147
GRXCR1,4,42895282,43032675
MFSD2B,2,24232952,24247145
FBXO46,19,46213886,46234151
ZNF697,1,120161999,120190390
SYCN,19,39693561,39694906
TELO2,16,1543351,1560460
XKRX,X,100168430,100183898
TMEM215,9,32783496,32789199
AMTN,4,71384297,71398459
ASB18,2,237103514,237172988
PATE2,11,125646027,125648714
METTL10,10,126447405,126480439
C17orf104,17,42733761,42753165
PLEKHA2,8,38758752,38831430
AFM,4,74347461,74369718
HESX1,3,57231943,57234280
CCDC6,10,61548505,61666414
ARHGEF5,7,144052488,144077725
EIF1,17,39845126,39847898
CNIH,14,54893646,54908148
PAX9,14,37126772,37147011
PDE6C,10,95372344,95425429
PAX4,7,127250345,127255780
PA2G4,12,56498102,56507694
MIR1197,14,101491900,101491988
OR5K3,3,98109509,98110475
CX3CL1,16,57406413,57418956
PLEKHM2,1,16010826,16061264
CMTM6,3,32522803,32544403
SEMA4C,2,97525472,97535735
FTMT,5,121187649,121188523
ATP6V1A,3,113465865,113530905
RBM48,7,92158086,92166823
WDR54,2,74648884,74652882
MRPL14,6,44081372,44095191
OTP,5,76924536,76934522
IMPG1,6,76631061,76782335
TP53RK,20,45313003,45318276
INTS4,11,77589765,77705717
MFN1,3,179065479,179111008
SLC38A5,X,48316926,48328644
ARHGAP18,6,129898239,130031370
TPGS1,19,507496,519654
TSPYL5,8,98285713,98290176
DISP2,15,40650433,40663256
EPT1,2,26568953,26618759
TMEM54,1,33360195,33366953
TRERF1,6,42192668,42419783
SNORD116-6,15,25310171,25310269
SNORD116-4,15,25304683,25304781
C9orf152,9,112961845,112970413
KNOP1,16,19717673,19729492
UBE2NL,X,142967172,142968357
RUSC1-AS1,1,155290250,155293938
TEX40,11,64067862,64072239
C19orf69,19,41949062,41950670
ZBTB11,3,101368282,101395988
ACAT1,11,107992257,108018891
HNF1A,12,121416548,121440314
CDC20,1,43824625,43828873
LOC100288911,2,36581891,36582713
MIR556,1,162312335,162312430
MIR555,1,155316140,155316236
MIR554,1,151518271,151518367
MIR553,1,100746796,100746864
PLEKHG7,12,93130264,93165868
KRTAP10-9,21,46047039,46048295
RPS13,11,17095938,17099220
RPS12,6,133135707,133138703
RPS11,19,49999621,50002969
RPS9,19,54704725,54711515
OPRK1,8,54138275,54164194
ZNF736,7,63773185,63810017
TSGA13,7,130353485,130371406
RHOG,11,3848207,3862213
MRFAP1L1,4,6709428,6711606
CAMSAP2,1,200708685,200829831
SPATA31A3,9,40700290,40706537
FOXD4L6,9,69199479,69202204
TMEM30B,14,61744088,61748530
IFITM10,11,1753639,1771824
RBAK-RBAKDN,7,5085451,5112854
LRRC3C,17,38097726,38100987
WRN,8,30890777,31031277
KIFC2,8,145691737,145699499
SNORD116-13,15,25324203,25324297
SNORD116-12,15,25322196,25322290
C3orf43,3,196233749,196242237
MAP9,4,156263811,156298122
NUTM2A,10,88985204,88994733
CYP4F43P,2,131193234,131199254
EFCAB7,1,63989012,64038364
KIAA1804,1,233463513,233520894
ZNF333,19,14800869,14831772
FARSB,2,223436161,223520827
TSSK1B,5,112768250,112770728
DGCR6,22,18893735,18899601
UBXN8,8,30601689,30624520
REEP5,5,112212080,112258031
CFHR2,1,196912933,196928356
EVI5,1,92974252,93257961
NELFA,4,1984440,2010962
GPR15,3,98250742,98251994
TMEM248,7,66386202,66423538
WDR74,11,62600382,62607628
SNORD70,2,203141153,203141241
SNORD11B,2,203156039,203156151
SNORD11,2,203157773,203157857
OGFR-AS1,20,61431978,61436939
IL13,5,131993864,131996801
PCP4,21,41239346,41301322
ENPP1,6,132129155,132216295
SERPINA5,14,95047705,95059457
BDKRB2,14,96671134,96710666
ACKR2,3,42850963,42908775
MPZ,1,161274524,161279762
HTR1A,5,63255874,63258119
PSKH1,16,67927174,67963581
PPP1R1A,12,54973023,54982443
NEDD8-MDP1,14,24683142,24701576
LINC00602,6,166401038,166403103
FAM69C,18,72102962,72124503
CPLX4,18,56962635,56985881
ZNF804B,7,88388752,88966346
CCDC67,11,93063882,93171636
DEFB1,8,6728096,6735529
LAMA1,18,6941742,7117813
MANSC4,12,27915598,27924209
DOK5,20,53092265,53267710
BDP1,5,70751441,70863649
ZNF532,18,56530060,56653709
ATF7IP,12,14518610,14651697
DHX32,10,127524908,127569884
GOLPH3L,1,150618700,150669672
CXorf27,X,37850069,37850570
GUCY1B3,4,156680125,156728783
NPAS1,19,47524142,47549017
LINC00235,16,576846,577407
LINC00244,7,156333184,156333795
PIK3R4,3,130397777,130465696
EHD2,19,48216600,48246391
EEF2K,16,22217591,22300066
EHD3,2,31456879,31491260
SOX8,16,1031807,1036979
HUNK,21,33245627,33376377
KCNQ5-AS1,6,73844525,73853237
PTGER4P2-CDK2AP2P2,9,66494268,66503030
SPDYE4,17,8656423,8661877
DCDC2B,1,32674694,32681797
EDN2,1,41944445,41950344
CRYAB,11,111779349,111782473
COL9A3,20,61448413,61472511
RPL23,17,37006320,37010053
ALG1,16,5121809,5137380
ZKSCAN4,6,28212489,28220002
CCSER2,10,86088409,86278276
XIST,X,73040485,73072588
ANXA2P1,4,154228620,154229963
VENTXP1,X,26576453,26579169
LINC00261,20,22541191,22559280
PKI55,2,217081611,217084915
OR56B1,11,5757677,5758768
PTX4,16,1535939,1538468
FAM209B,20,55108301,55111574
TMEM82,1,16068986,16074292
ROPN1B,3,125688027,125702296
CRTC2,1,153920147,153931132
UBXN2A,2,24163375,24223693
KANK4,1,62701836,62785083
TOR1B,9,132565431,132573560
RPS6KA6,X,83313353,83442943
TLN2,15,62939509,63136829
CALY,10,135138927,135150475
GEMIN4,17,647660,655501
MIR596,8,1765396,1765473
MIR589,7,5535449,5535548
SYNGR2,17,76164670,76169009
TMEM257,X,144908927,144911370
PRPF3,1,150293927,150325704
SIRT4,12,120740123,120751045
PPP1R26,9,138371647,138380739
SEC31B,10,102246402,102279595
CYSLTR1,X,77528129,77583087
FBXL21,5,135266005,135277367
FBXL3,13,77579388,77601331
NAV3,12,78225068,78606790
LOC285692,5,9641426,9903936
LOC100130301,8,74153658,74171737
NOP10,15,34633916,34635362
F11R,1,160965000,160991133
TAS2R4,7,141478288,141479188
TMEM140,7,134832765,134850967
SLC16A10,6,111408780,111544606
LMO4,1,87794150,87814607
MGC32805,5,121772191,121814782
LINC00499,4,139230864,139345498
DDX11L5,9,11986,14525
SLC6A11,3,10857916,10980146
SLC6A7,5,149569519,149590635
SLC5A4,22,32614462,32651318
RFX8,2,102013822,102091165
ZNF716,7,57509882,57533265
GRAP2,22,40297085,40367384
NMT2,10,15147770,15210695
KIF3B,20,30865453,30922811
HS6ST1,2,129023053,129076171
KL,13,33590570,33640282
POLR2D,2,128603839,128615729
CIAO1,2,96931883,96939900
RAB33A,X,129305772,129318844
SLC22A14,3,38347444,38359859
PPIG,2,170440849,170494254
POTEH,22,16256331,16287937
CDH5,16,66400524,66438689
STK4,20,43595119,43708593
CYP2U1,4,108852716,108874613
GLT6D1,9,138515501,138531386
TMPRSS9,19,2389783,2426086
SLC16A13,17,6939393,6943440
NRK,X,105066535,105202602
TRMT12,8,125463047,125465266
IL10,1,206940947,206945839
CNN1,19,11649578,11661138
CREBL2,12,12764830,12798041
LOC399715,10,6319649,6377937
MIR4747,19,4932698,4932752
SAMM50,22,44351260,44392412
SENP3-EIF4A1,17,7465308,7482324
DYX1C1-CCPG1,15,55647420,55790782
LOC100505795,1,164738352,164743878
PRH1-PRR4,12,10998447,11324224
FAM24B-CUZD1,10,124591670,124639157
ARHGAP19-SLIT1,10,98912798,99052430
MMADHC,2,150426146,150444330
FAM219B,15,75192327,75199462
TUBB8,10,92827,95178
MACC1,7,20174278,20257013
QRSL1,6,107077440,107116292
SNTB1,8,121547984,121824309
LZTS1,8,20103675,20112803
ZNFX1,20,47862438,47894756
PLA2G4A,1,186798031,186958113
PGS1,17,76374734,76420639
C1QTNF8,16,1138225,1146244
PPP1R14C,6,150464187,150571528
LOC643387,2,239140326,239142985
TMEM9,1,201103899,201123632
C14orf119,14,23564682,23569665
WDYHV1,8,124428964,124454260
HGD,3,120347014,120401418
FAM50A,X,153672472,153679002
DDX58,9,32455299,32526322
CEBPE,14,23586514,23588820
HIST1H2AG,6,27100816,27101314
GNAT2,1,110145888,110155705
OR5J2,11,55944093,55945032
OR4K2,14,20344426,20345371
SNORD115-39,15,25486892,25486974
WBP1,2,74685526,74688018
VAX2,2,71127719,71160575
UCK2,1,165796731,165880855
TXN2,22,36863092,36877687
TRPC5,X,111017541,111326004
MOCS3,20,49575350,49578399
CSRP2,12,77252495,77272799
MIR3190,19,47730198,47730278
SLC25A42,19,19174802,19223841
ACTL9,19,8807750,8809172
ZNF616,19,52617652,52643191
TMEM102,17,7338761,7340998
PIGW,17,34891402,34895150
EXOC3L1,16,67218281,67224107
CCDC60,12,119772516,119978852
LOC729609,X,20004934,20007897
PPL,16,4932507,4987136
POLR2E,19,1086577,1095391
PPBP,4,74852155,74853907
PPAT,4,57259528,57301802
C15orf38,15,90443831,90456222
TMEM255B,13,114462215,114514899
PDDC1,11,767222,777487
ZNF677,19,53738637,53758111
SAMD7,3,169629481,169656948
OTOG,11,17568919,17667491
LINC00029,20,61665568,61668380
LINC00882,3,106828636,106959485
SNORD119,20,2443597,2443693
TOP1P2,22,25160467,25161986
PCDHB18,5,140613937,140617101
CST13P,20,23499782,23522655
TOE1,1,45805341,45809650
TESK2,1,45809554,45956840
ABCA8,17,66863430,66951533
ZMYM6,1,35451766,35497569
MIR593,7,127721912,127722012
MIR580,5,36147993,36148090
PTTG1IP,21,46269499,46293818
SNAP29,22,21213291,21245501
XPO1,2,61705068,61765418
PLOD1,1,11994723,12035599
PHKA2,X,18910415,19002480
SNRPG,2,70508505,70520869
SORL1,11,121322911,121504471
PGAM2,7,44102325,44105186
PEX7,6,137143701,137235072
PEX6,6,42931610,42946981
PEX12,17,33901813,33905656
MIR5684,4,165426541,165630646
MTOR,1,11166587,11322608
RENBP,X,153200721,153210232
RAB39A,11,107799276,107834208
SLC35F2,11,107661716,107729914
KMT2B,19,36208920,36229779
SDR42E1,16,82031250,82045093
ZBTB47,3,42695175,42709072
FAM200A,7,99143922,99149757
LRRC45,17,79981279,79989027
BATF2,11,64755416,64764517
ANKRD23,2,97503650,97509758
TET3,2,74273449,74335302
VWA3B,2,98703594,98929410
TOMM34,20,43570770,43589114
TRIM38,6,25962916,25987557
SEC61B,9,101984569,101992901
DPYSL4,10,134000413,134019280
SLU7,5,159828647,159846168
SMCR7L,22,39898283,39914137
ZCCHC2,18,60190657,60245818
DCAF16,4,17802277,17812381
MIR516B2,19,54228695,54228780
MIR526A1,19,54209505,54209590
MIR520G,19,54225419,54225509
MIR520D,19,54223349,54223436
MIR518F,19,54203268,54203355
MIR521-2,19,54219847,54219934
ATP6V0CP3,6,42695313,42695932
ADAM1A,12,112336866,112339706
C2orf81,2,74641302,74644844
LIPK,10,90484300,90512513
CLPSL2,6,35744391,35747329
GBP7,1,89597433,89641723
FAM78B,1,166039255,166135958
SMTNL1,11,57310113,57317747
SRL,16,4239374,4292081
LOC388692,1,149279475,149291742
DPYD-AS1,1,97561478,97788511
LOC100130557,1,41154751,41157933
LOC284648,1,182584274,182585764
CCDC85A,2,56411257,56613309
FTO,16,53737874,54148379
SH3RF3,2,109745996,110262207
HSD17B3,9,98997588,99064434
IL2RG,X,70327253,70331481
HPRT1,X,133594174,133634698
IDUA,4,980784,998317
RPS4Y1,Y,2709622,2734997
RPS4X,X,71492452,71497141
NPR1,1,153651163,153666468
ULBP1,6,150285142,150294846
ULBP2,6,150263135,150270368
HCRT,17,40336077,40337470
CNTN2,1,205012339,205047171
KCNB1,20,47988504,48099181
SLC17A1,6,25783125,25832287
SLC15A1,13,99336054,99404929
PSIMCT-1,20,30135184,30136019
C9orf171,9,135285610,135448675
TRIL,7,28992973,28998029
KLF14,7,130417395,130418888
CCDC64,12,120427647,120532299
SNORD115-7,15,25427531,25427613
LYSMD3,5,89811444,89825401
SNORD115-16,15,25444594,25444676
SNORD115-6,15,25425643,25425725
SLC6A10P,16,32888796,32896463
SNORA54,11,2985000,2985123
GSTTP2,22,24385937,24401899
ENPP4,6,46097700,46114436
ENDOD1,11,94822973,94865815
PLEKHA6,1,204187978,204329057
OR4C46,11,51515281,51516211
ARHGEF33,2,39146503,39202590
MORN2,2,39103102,39109850
BRCA2,13,32889616,32973809
APOF,12,56754354,56756583
FRMD8,11,65154040,65180995
KCTD17,22,37447778,37459430
SNX25,4,186131283,186285120
SPATA9,5,94994019,95018714
FIBIN,11,27015627,27018632
KCMF1,2,85198230,85286595
UGGT2,13,96453835,96705736
CLEC14A,14,38723204,38725575
THEM6,8,143808620,143818350
PRR16,5,119800018,120022964
LOC100129973,15,52472222,52498076
HSPB3,5,53751430,53752214
HCAR3,12,123199302,123201439
TESK1,9,35605280,35610038
TAF10,11,6632047,6633475
NME6,3,48335588,48342848
MIR1250,17,79106995,79107108
FBXL17,5,107194733,107717799
MIR1469,15,96876489,96876536
MIR1292,20,2633422,2633488
MIR1288,17,16185327,16185402
MIR1284,3,71591120,71591240
HSD17B1,17,40703983,40707232
HRG,3,186383797,186396023
SRGAP3-AS3,3,9258578,9261192
LOC100996325,5,602283,612325
ADAM19,5,156904311,157002831
LYZ,12,69742133,69748013
APOC3,11,116700623,116703787
COL4A4,2,227867426,228029275
COL4A3,2,228029280,228179508
TOR1A,9,132575220,132586441
COL1A2,7,94023872,94060544
STK11,19,1205797,1228434
TIMP3,22,33196801,33259028
THBD,20,23026269,23030301
SLC10A2,13,103696347,103719196
STS,X,7137471,7272682
PPY,17,42018171,42019833
SMIM10,X,134124967,134126503
MIR374B,X,73438381,73438453
MIR665,14,101341369,101341441
CDC42EP2,11,65082288,65089900
DDX18,2,118572254,118589953
KRT36,17,39642387,39646116
MIR548D2,16,22729602,22803362
SCARNA21,17,7809440,7809578
CNTNAP5,2,124782863,125672954
CETN2,X,151995870,151999301
S1PR2,19,10332108,10341948
AQP3,9,33441151,33447631
ACTN4,19,39138266,39221171
SERPINB10,18,61582744,61602476
PGGT1B,5,114546526,114598569
SCN2B,11,118033518,118047337
PFN1,17,4848944,4852381
ENPP3,6,131958441,132068550
KIAA1161,9,34368906,34376894
GLA,X,100652778,100663001
CETP,16,56995834,57017756
SPATA2L,16,89762764,89768121
ZG16,16,29789560,29792969
AGBL1,15,86685241,87572283
POTEM,14,19983953,20020272
CRB2,9,126118447,126141032
NKAIN3,8,63161500,63903628
C8orf31,8,144120678,144135720
NSMCE2,8,126104082,126379367
XKR6,8,10753656,11058875
ZNF775,7,150076405,150095719
DCBLD1,6,117803819,117891020
C5orf64,5,60933635,61002362
DTWD2,5,118172568,118324240
ARL10,5,175792501,175800503
FAM153A,5,177150364,177207505
RNF175,4,154631311,154681387
ZNF660,3,44626455,44637557
C3orf33,3,155480400,155524055
MKRN7P,20,45092298,45093931
RIPK1,6,3077057,3115421
USP47,11,11862969,11980872
SNORD12C,20,47895481,47895560
SNORD12B,20,47896849,47896952
SNORD12,20,47897219,47897309
B3GNTL1,17,80901666,81009686
ZHX3,20,39807088,39928739
DZIP3,3,108308336,108413693
APOA1BP,1,156561557,156564091
RBM11,21,15588465,15600693
IFNA2,9,21384253,21385396
WNT9B,17,44928967,44954437
WNT9A,1,228109164,228135676
YWHAH,22,32340478,32353590
WNT10B,12,49359122,49365641
YY1,14,100705101,100745371
WNT8B,10,102222811,102243399
EYA3,1,28296854,28415148
CALML3,10,5566923,5568225
CALM3,19,47104511,47114039
SNORA29,6,160206625,160206765
STAM2,2,152973314,153032506
SPRY2,13,80910111,80915086
SRRM1,1,24969593,24999772
POP7,7,100303675,100305123
HRSP12,8,99114566,99129418
SLC17A2,6,25912983,25930946
MRPS31,13,41303431,41345347
C11orf30,11,76156068,76262589
CDKAL1,6,20534687,21232634
SCO1,17,10583648,10600885
UBE3C,7,156931654,157062066
KDM4A,1,44115796,44171189
LZTS3,20,3143272,3149207
MACROD1,11,63766029,63933585
CDRT15L2,17,20483036,20484224
ATP10A,15,25923859,26108349
BEND5,1,49193539,49242547
SRD5A3,4,56212387,56239266
HECTD3,1,45468219,45477027
CHMP6,17,78965640,78973933
ARSJ,4,114821439,114900878
TMEM53,1,45119500,45140099
ARMC7,17,73106081,73126360
C1orf54,1,150245182,150253335
SLC25A21-AS1,14,37641230,37642998
EML5,14,89081173,89259096
